waypoint1	waypoint2	distance_m	duration_s
besos metro, barcelona	hospital clinic metro, barcelona	7139	2366
besos metro, barcelona	hostafrancs metro, barcelona	8250	2792
besos metro, barcelona	ildefons cerda metro, barcelona	11478	3295
besos metro, barcelona	Jaume I metro, barcelona	7076	1777
besos metro, barcelona	Joanic metro, barcelona	10547	2354
besos metro, barcelona	Bonanova metro, barcelona	9807	3148
besos metro, barcelona	La pau metro, barcelona	435	332
besos metro, barcelona	Sagrera metro, barcelona	4517	2021
besos metro, barcelona	La salut metro, barcelona	4733	1149
besos metro, barcelona	Les Corts metro, barcelona	12617	3257
besos metro, barcelona	Les moreres metro, barcelona	17976	4482
besos metro, barcelona	Les tres torres metro, barcelona	10031	3266
besos metro, barcelona	Lesseps metro, barcelona	10514	2895
besos metro, barcelona	Liceu metro, barcelona	7674	2218
besos metro, barcelona	Llacuna metro, barcelona	3633	1221
besos metro, barcelona	llefia metro, barcelona	3820	942
besos metro, barcelona	llucmajor metro, barcelona	14550	2889
besos metro, barcelona	Magoria metro, barcelona	10442	3082
besos metro, barcelona	Maragall metro, barcelona	13346	2741
besos metro, barcelona	Maria Cristina metro, barcelona	13306	3369
besos metro, barcelona	Marina metro, barcelona	4103	1172
besos metro, barcelona	Mas blau metro, barcelona	24545	5038
besos metro, barcelona	Mercabarna metro, barcelona	17424	5761
besos metro, barcelona	Mercat Nou metro, barcelona	9172	2527
besos metro, barcelona	Moli Nou metro, barcelona	27826	7002
besos metro, barcelona	Montbau metro, barcelona	13679	3433
besos metro, barcelona	Monumental metro, barcelona	4992	1581
besos metro, barcelona	Mundet metro, barcelona	14374	3586
besos metro, barcelona	Muntaner metro, barcelona	13795	3180
besos metro, barcelona	Navas metro, barcelona	2562	1295
besos metro, barcelona	Onza de Setembre metro, barcelona	6553	1858
besos metro, barcelona	Palau Reial metro, barcelona	13944	3475
besos metro, barcelona	Padua metro, barcelona	11165	2939
besos metro, barcelona	Parallel metro, barcelona	9047	2270
besos metro, barcelona	Parc logistic metro, barcelona	15663	4183
besos metro, barcelona	Parc nou metro, barcelona	19920	4828
besos metro, barcelona	passeig de gracia metro, barcelona	8321	2037
besos metro, barcelona	penitents metro, barcelona	12288	3246
besos metro, barcelona	pep ventura metro, barcelona	4351	1475
besos metro, barcelona	placa molina metro, barcelona	10717	2821
besos metro, barcelona	placa de sants metro, barcelona	9121	2692
besos metro, barcelona	placa del centre metro, barcelona	11981	3152
besos metro, barcelona	poblenou metro, barcelona	2962	1112
besos metro, barcelona	poble sec metro, barcelona	8648	2621
besos metro, barcelona	provenca metro, barcelona	6508	2438
besos metro, barcelona	pubilla cases metro, barcelona	11542	3066
besos metro, barcelona	rambla just oliveres metro, barcelona	12869	3061
besos metro, barcelona	reina elisenda metro, barcelona	11430	3408
besos metro, barcelona	rocafort metro, barcelona	7088	2333
besos metro, barcelona	roquetes metro, barcelona	16706	3663
besos metro, barcelona	sagrada familia metro, barcelona	4518	1544
besos metro, barcelona	sant andreu metro, barcelona	5064	2077
besos metro, barcelona	sant antoni metro, barcelona	7900	2045
besos metro, barcelona	sant boi metro, barcelona	20978	5924
besos metro, barcelona	sant gervasi metro, barcelona	10728	2828
besos metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	13881	3431
besos metro, barcelona	sant josep metro, barcelona	13746	3860
besos metro, barcelona	sant marti metro, barcelona	893	455
besos metro, barcelona	sant roc metro, barcelona	3291	1391
besos metro, barcelona	santa coloma metro, barcelona	5143	1516
besos metro, barcelona	santa eulalia metro, barcelona	9742	2572
besos metro, barcelona	santa rosa metro, barcelona	4723	1373
besos metro, barcelona	sants estacio metro, barcelona	8660	2741
besos metro, barcelona	sarria metro, barcelona	11087	3331
besos metro, barcelona	selva de mar metro, barcelona	2333	1048
besos metro, barcelona	singuerlin metro, barcelona	6547	1811
besos metro, barcelona	tarragona metro, barcelona	8157	2905
besos metro, barcelona	tetuan metro, barcelona	5834	1710
besos metro, barcelona	torras i bages metro, barcelona	7085	2478
besos metro, barcelona	torrassa metro, barcelona	10816	2765
besos metro, barcelona	torre baro metro, barcelona	17612	3858
besos metro, barcelona	trinitat nova metro, barcelona	16263	3258
besos metro, barcelona	trinitat vella metro, barcelona	7683	2472
besos metro, barcelona	universitat metro, barcelona	7428	2014
besos metro, barcelona	urgell metro, barcelona	6574	2119
besos metro, barcelona	urquinaona metro, barcelona	8046	1922
besos metro, barcelona	valldaura metro, barcelona	15061	3610
besos metro, barcelona	vall d'hebron metro, barcelona	13000	3276
besos metro, barcelona	verdaguer metro, barcelona	9764	2254
besos metro, barcelona	verneda metro, barcelona	1322	998
besos metro, barcelona	via julia metro, barcelona	15423	3021
besos metro, barcelona	vilapicina metro, barcelona	9188	2735
besos metro, barcelona	virrei amat metro, barcelona	8621	2695
besos metro, barcelona	zona universitaria metro, barcelona	14651	3634
besos mar metro, barcelona	bogatell metro, barcelona	3345	1032
besos mar metro, barcelona	bon pastor metro, barcelona	5036	1413
besos mar metro, barcelona	camp de l'arpa metro, barcelona	11106	2709
besos mar metro, barcelona	can boixeres metro, barcelona	16662	3538
besos mar metro, barcelona	can cuias metro, barcelona	17350	3667
besos mar metro, barcelona	can peixauet metro, barcelona	4972	936
besos mar metro, barcelona	can serra metro, barcelona	13828	3239
besos mar metro, barcelona	can tries metro, barcelona	13861	3798
besos mar metro, barcelona	can vidalet metro, barcelona	15804	3408
besos mar metro, barcelona	can zam metro, barcelona	8126	1482
besos mar metro, barcelona	canyelles metro, barcelona	14978	3404
besos mar metro, barcelona	casa de l'aigua metro, barcelona	15648	3199
besos mar metro, barcelona	catalunya metro, barcelona	7252	1896
besos mar metro, barcelona	centric metro, barcelona	19169	4382
besos mar metro, barcelona	via olimpica metro, barcelona	4596	1291
besos mar metro, barcelona	ciutat meridiana metro, barcelona	17127	3608
besos mar metro, barcelona	clot metro, barcelona	3621	1510
besos mar metro, barcelona	collblanc metro, barcelona	14010	3207
besos mar metro, barcelona	congres metro, barcelona	12393	2698
besos mar metro, barcelona	cornella centre metro, barcelona	18923	3895
besos mar metro, barcelona	cornella riera metro, barcelona	19785	4512
besos mar metro, barcelona	Diagonal, Barcelona, Spain	8796	2299
besos mar metro, barcelona	Drassanes metro, barcelona	7054	2162
besos mar metro, barcelona	el carmel metro, barcelona	16721	3184
besos mar metro, barcelona	el coll metro, barcelona	17416	3274
besos mar metro, barcelona	el maresme metro, barcelona	429	325
besos mar metro, barcelona	el prat estacio metro, barcelona	22010	4672
besos mar metro, barcelona	el putxet metro, barcelona	10806	2692
besos mar metro, barcelona	encants metro, barcelona	4107	1599
besos mar metro, barcelona	entenca metro, barcelona	11260	2692
besos mar metro, barcelona	ernest lluch metro, barcelona	14554	3656
besos mar metro, barcelona	esglesia major metro, barcelona	7305	1624
besos mar metro, barcelona	espanya metro, barcelona	9723	2528
besos mar metro, barcelona	europa metro, barcelona	12749	3372
besos mar metro, barcelona	Fabra metro, barcelona	5867	2352
besos mar metro, barcelona	Fira metro, barcelona	15310	3974
besos mar metro, barcelona	Florida metro, barcelona	13151	3074
besos mar metro, barcelona	Fondo metro, barcelona	6640	1629
besos mar metro, barcelona	Fontana metro, barcelona	9135	2557
besos mar metro, barcelona	Gavarra metro, barcelona	18179	3809
besos mar metro, barcelona	girona metro, barcelona	7881	1706
besos mar metro, barcelona	glories metro, barcelona	4371	1837
besos mar metro, barcelona	gorg metro, barcelona	16429	4004
besos mar metro, barcelona	gornal metro, barcelona	13846	4045
besos mar metro, barcelona	gracia metro, barcelona	9195	2319
besos mar metro, barcelona	guinardo metro, barcelona	11006	2193
besos mar metro, barcelona	horta metro, barcelona	13751	2891
besos mar metro, barcelona	hospital de bellvitge metro, barcelona	17016	3679
besos mar metro, barcelona	dos de maig metro, barcelona	10444	2566
besos mar metro, barcelona	hospital clinic metro, barcelona	10613	2585
besos mar metro, barcelona	hostafrancs metro, barcelona	10011	2550
besos mar metro, barcelona	ildefons cerda metro, barcelona	11932	3217
besos mar metro, barcelona	Jaume I metro, barcelona	6067	1433
besos mar metro, barcelona	Joanic metro, barcelona	9539	2010
besos mar metro, barcelona	Bonanova metro, barcelona	11114	2740
besos mar metro, barcelona	La pau metro, barcelona	1252	661
besos mar metro, barcelona	Sagrera metro, barcelona	5320	2296
besos mar metro, barcelona	La salut metro, barcelona	5281	1817
besos mar metro, barcelona	Les Corts metro, barcelona	13850	3279
besos mar metro, barcelona	Les moreres metro, barcelona	19845	4371
besos mar metro, barcelona	Les tres torres metro, barcelona	11438	2848
besos mar metro, barcelona	Lesseps metro, barcelona	9505	2551
besos mar metro, barcelona	Liceu metro, barcelona	6665	1874
besos mar metro, barcelona	Llacuna metro, barcelona	2625	877
besos mar metro, barcelona	llefia metro, barcelona	4606	1249
besos mar metro, barcelona	llucmajor metro, barcelona	13542	2545
besos mar metro, barcelona	Magoria metro, barcelona	10896	3004
besos mar metro, barcelona	Maragall metro, barcelona	12337	2397
besos mar metro, barcelona	Maria Cristina metro, barcelona	14539	3391
besos mar metro, barcelona	Marina metro, barcelona	3918	1486
besos mar metro, barcelona	Mas blau metro, barcelona	25776	5006
besos mar metro, barcelona	Mercabarna metro, barcelona	19900	5407
besos mar metro, barcelona	Mercat Nou metro, barcelona	11004	2784
besos mar metro, barcelona	Moli Nou metro, barcelona	28513	7015
besos mar metro, barcelona	Montbau metro, barcelona	12670	3089
besos mar metro, barcelona	Monumental metro, barcelona	5795	1856
besos mar metro, barcelona	Mundet metro, barcelona	13365	3242
besos mar metro, barcelona	Muntaner metro, barcelona	10497	2641
besos mar metro, barcelona	Navas metro, barcelona	4315	2109
besos mar metro, barcelona	Onza de Setembre metro, barcelona	8837	2749
besos mar metro, barcelona	Palau Reial metro, barcelona	15178	3497
besos mar metro, barcelona	Padua metro, barcelona	10156	2595
besos mar metro, barcelona	Parallel metro, barcelona	7693	1757
besos mar metro, barcelona	Parc logistic metro, barcelona	16894	4151
besos mar metro, barcelona	Parc nou metro, barcelona	24065	4828
besos mar metro, barcelona	passeig de gracia metro, barcelona	7312	1693
besos mar metro, barcelona	penitents metro, barcelona	11279	2902
besos mar metro, barcelona	pep ventura metro, barcelona	5154	1750
besos mar metro, barcelona	placa molina metro, barcelona	9708	2477
besos mar metro, barcelona	placa de sants metro, barcelona	12594	2911
besos mar metro, barcelona	placa del centre metro, barcelona	13214	3174
besos mar metro, barcelona	poblenou metro, barcelona	1953	768
besos mar metro, barcelona	poble sec metro, barcelona	10817	2767
besos mar metro, barcelona	provenca metro, barcelona	9981	2657
besos mar metro, barcelona	pubilla cases metro, barcelona	15015	3285
besos mar metro, barcelona	rambla just oliveres metro, barcelona	14701	3318
besos mar metro, barcelona	reina elisenda metro, barcelona	14102	2875
besos mar metro, barcelona	rocafort metro, barcelona	8896	2356
besos mar metro, barcelona	roquetes metro, barcelona	15697	3319
besos mar metro, barcelona	sagrada familia metro, barcelona	5321	1819
besos mar metro, barcelona	sant andreu metro, barcelona	5867	2352
besos mar metro, barcelona	sant antoni metro, barcelona	8497	2291
besos mar metro, barcelona	sant boi metro, barcelona	23875	5956
besos mar metro, barcelona	sant gervasi metro, barcelona	9719	2484
besos mar metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	17354	3650
besos mar metro, barcelona	sant josep metro, barcelona	14433	3873
besos mar metro, barcelona	sant marti metro, barcelona	1938	1230
besos mar metro, barcelona	sant roc metro, barcelona	4094	1666
besos mar metro, barcelona	santa coloma metro, barcelona	5700	976
besos mar metro, barcelona	santa eulalia metro, barcelona	11574	2829
besos mar metro, barcelona	santa rosa metro, barcelona	5340	1213
besos mar metro, barcelona	sants estacio metro, barcelona	12133	2960
besos mar metro, barcelona	sarria metro, barcelona	13219	2768
besos mar metro, barcelona	selva de mar metro, barcelona	1324	704
besos mar metro, barcelona	singuerlin metro, barcelona	7203	1320
besos mar metro, barcelona	tarragona metro, barcelona	9918	2783
besos mar metro, barcelona	tetuan metro, barcelona	6637	1985
besos mar metro, barcelona	torras i bages metro, barcelona	7873	1942
besos mar metro, barcelona	torrassa metro, barcelona	12647	3022
besos mar metro, barcelona	torre baro metro, barcelona	16603	3514
besos mar metro, barcelona	trinitat nova metro, barcelona	15254	2914
besos mar metro, barcelona	trinitat vella metro, barcelona	7016	1706
besos mar metro, barcelona	universitat metro, barcelona	7941	2145
besos mar metro, barcelona	urgell metro, barcelona	8385	2264
besos mar metro, barcelona	urquinaona metro, barcelona	7038	1578
besos mar metro, barcelona	valldaura metro, barcelona	14052	3266
besos mar metro, barcelona	vall d'hebron metro, barcelona	11991	2932
besos mar metro, barcelona	verdaguer metro, barcelona	8756	1910
besos mar metro, barcelona	verneda metro, barcelona	2125	1273
besos mar metro, barcelona	via julia metro, barcelona	14415	2677
besos mar metro, barcelona	vilapicina metro, barcelona	13273	3016
besos mar metro, barcelona	virrei amat metro, barcelona	14357	3124
besos mar metro, barcelona	zona universitaria metro, barcelona	15884	3656
bogatell metro, barcelona	bon pastor metro, barcelona	7674	2311
bogatell metro, barcelona	camp de l'arpa metro, barcelona	7850	2212
bogatell metro, barcelona	can boixeres metro, barcelona	13406	3041
bogatell metro, barcelona	can cuias metro, barcelona	14094	3170
bogatell metro, barcelona	can peixauet metro, barcelona	9222	2554
bogatell metro, barcelona	can serra metro, barcelona	8788	2465
bogatell metro, barcelona	can tries metro, barcelona	8821	3024
bogatell metro, barcelona	can vidalet metro, barcelona	12548	2911
bogatell metro, barcelona	can zam metro, barcelona	11452	2693
bogatell metro, barcelona	canyelles metro, barcelona	11722	2907
bogatell metro, barcelona	casa de l'aigua metro, barcelona	12392	2702
bogatell metro, barcelona	catalunya metro, barcelona	3996	1399
bogatell metro, barcelona	centric metro, barcelona	15948	3797
bogatell metro, barcelona	via olimpica metro, barcelona	1340	794
bogatell metro, barcelona	ciutat meridiana metro, barcelona	13871	3111
bogatell metro, barcelona	clot metro, barcelona	2617	1415
bogatell metro, barcelona	collblanc metro, barcelona	10754	2710
bogatell metro, barcelona	congres metro, barcelona	9137	2201
bogatell metro, barcelona	cornella centre metro, barcelona	15667	3398
bogatell metro, barcelona	cornella riera metro, barcelona	16529	4015
bogatell metro, barcelona	Diagonal, Barcelona, Spain	6797	2236
bogatell metro, barcelona	Drassanes metro, barcelona	3798	1665
bogatell metro, barcelona	el carmel metro, barcelona	11664	2850
bogatell metro, barcelona	el coll metro, barcelona	12851	3041
bogatell metro, barcelona	el maresme metro, barcelona	2929	1029
bogatell metro, barcelona	el prat estacio metro, barcelona	16970	3898
